ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
216288,S. Mrowca,27,https://cdn.sofifa.com/players/216/288/22_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,66,67,SV Wehen Wiesbaden,https://cdn.sofifa.com/teams/492/30.png,€900K,€3K,1752,Right,1.0,3.0,2.0,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos28"">SUB",10.0,"Jul 1, 2014",nan,2023,177cm,79kg,57.0,37.0,48.0,65.0,36.0,58.0,40.0,34.0,61.0,62.0,66.0,81.0,75.0,59.0,81.0,67.0,80.0,75.0,72.0,54.0,79.0,65.0,47.0,57.0,50.0,49.0,nan,66.0,65.0,10.0,11.0,15.0,10.0,11.0,RB,66.0,€1.4M,58.0
210011,T. Ondaan,27,https://cdn.sofifa.com/players/210/011/22_60.png,Guyana,https://cdn.sofifa.com/flags/gy.png,65,65,FC U Craiova 1948,https://cdn.sofifa.com/teams/115716/30.png,€775K,€3K,1752,Right,1.0,3.0,4.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",27.0,"Aug 16, 2021",nan,2025,173cm,67kg,59.0,61.0,62.0,60.0,60.0,67.0,70.0,44.0,47.0,66.0,87.0,86.0,82.0,65.0,85.0,68.0,80.0,65.0,60.0,65.0,57.0,53.0,62.0,55.0,52.0,62.0,nan,21.0,29.0,9.0,12.0,13.0,8.0,6.0,RW,67.0,€1M,36.0
189068,B. Dost,32,https://cdn.sofifa.com/players/189/068/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,77,77,Club Brugge KV,https://cdn.sofifa.com/teams/231/30.png,€8.5M,€29K,1752,Right,3.0,3.0,2.0,Medium/ Medium,Lean (185+),No,"<span class=""pos pos28"">SUB",29.0,"Jan 1, 2021",nan,2022,196cm,83kg,38.0,81.0,91.0,73.0,82.0,66.0,61.0,30.0,37.0,74.0,43.0,47.0,33.0,81.0,33.0,80.0,44.0,63.0,87.0,69.0,75.0,39.0,85.0,69.0,90.0,81.0,nan,65.0,26.0,6.0,12.0,15.0,11.0,8.0,ST,77.0,€11.9M,38.0
199840,21 Marco Matias,31,https://cdn.sofifa.com/players/199/840/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,68,68,CD Nacional,https://cdn.sofifa.com/teams/1891/30.png,€1M,€6K,1752,Right,1.0,3.0,4.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",9.0,"Jan 26, 2021",nan,2022,178cm,67kg,63.0,64.0,58.0,64.0,70.0,72.0,59.0,54.0,60.0,67.0,76.0,73.0,75.0,64.0,74.0,74.0,61.0,61.0,60.0,68.0,51.0,37.0,65.0,65.0,67.0,68.0,nan,31.0,30.0,7.0,13.0,9.0,12.0,14.0,RW,68.0,€2.1M,34.0
210488,21 P. van Ooijen,28,https://cdn.sofifa.com/players/210/488/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,65,65,KFC Uerdingen 05,https://cdn.sofifa.com/teams/167/30.png,€725K,€3K,1752,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",8.0,"Aug 1, 2020",nan,2022,176cm,67kg,74.0,60.0,44.0,65.0,67.0,71.0,75.0,73.0,65.0,67.0,54.0,69.0,68.0,64.0,72.0,78.0,33.0,66.0,60.0,75.0,55.0,48.0,60.0,63.0,61.0,66.0,nan,39.0,32.0,15.0,11.0,11.0,9.0,7.0,RM,66.0,€1.1M,41.0
186449,L. Kelly,31,https://cdn.sofifa.com/players/186/449/22_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,68,68,Coventry City,https://cdn.sofifa.com/teams/1800/30.png,€850K,€9K,1752,Right,1.0,3.0,2.0,Medium/ High,Normal (185+),No,"<span class=""pos pos28"">SUB",6.0,"Jul 1, 2017",nan,2023,187cm,88kg,59.0,44.0,59.0,66.0,53.0,59.0,59.0,59.0,68.0,65.0,43.0,48.0,54.0,64.0,41.0,64.0,67.0,74.0,76.0,57.0,70.0,68.0,55.0,61.0,62.0,65.0,nan,68.0,64.0,13.0,7.0,9.0,14.0,14.0,CDM,68.0,€1.6M,68.0
198617,D. Drexler,31,https://cdn.sofifa.com/players/198/617/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,71,71,FC Schalke 04,https://cdn.sofifa.com/teams/34/30.png,€1.6M,€9K,1752,Right,1.0,3.0,3.0,Medium/ High,Lean (170-185),No,"<span class=""pos pos15"">LCM",24.0,"Jul 21, 2021",nan,2023,182cm,71kg,68.0,66.0,49.0,74.0,64.0,73.0,68.0,52.0,66.0,71.0,72.0,63.0,76.0,72.0,75.0,61.0,59.0,73.0,50.0,60.0,57.0,22.0,66.0,74.0,58.0,74.0,nan,34.0,28.0,7.0,9.0,7.0,6.0,14.0,CAM,71.0,€2.6M,58.0
258093,M. Manhoef,19,https://cdn.sofifa.com/players/258/093/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,65,79,Vitesse,https://cdn.sofifa.com/teams/1909/30.png,€1.6M,€2K,1752,Left,1.0,2.0,2.0,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",42.0,"Aug 7, 2020",nan,2023,178cm,69kg,62.0,50.0,47.0,62.0,49.0,65.0,58.0,46.0,58.0,63.0,84.0,85.0,72.0,60.0,84.0,56.0,58.0,75.0,70.0,48.0,74.0,52.0,60.0,59.0,43.0,58.0,nan,54.0,55.0,13.0,6.0,9.0,7.0,13.0,LM,67.0,€3.4M,55.0
210311,21 S. Spiridonović,26,https://cdn.sofifa.com/players/210/311/21_60.png,Austria,https://cdn.sofifa.com/flags/at.png,68,68,Gençlerbirliği SK,https://cdn.sofifa.com/teams/101025/30.png,€1.3M,€8K,1752,Left,1.0,4.0,2.0,Medium/ Low,Normal (170-185),No,"<span class=""pos pos29"">RES",11.0,"Jul 1, 2020",nan,2024,172cm,69kg,60.0,64.0,47.0,59.0,63.0,75.0,66.0,69.0,51.0,76.0,90.0,87.0,92.0,57.0,81.0,67.0,79.0,64.0,45.0,62.0,40.0,25.0,54.0,51.0,68.0,50.0,nan,31.0,34.0,16.0,10.0,6.0,13.0,12.0,LM,68.0,€2.6M,38.0
202271,A. Gogia,29,https://cdn.sofifa.com/players/202/271/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,69,69,FC Zürich,https://cdn.sofifa.com/teams/894/30.png,€1.4M,€9K,1752,Right,1.0,4.0,4.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",39.0,"Jul 28, 2021",nan,2023,178cm,73kg,65.0,65.0,41.0,67.0,67.0,75.0,76.0,65.0,56.0,73.0,74.0,65.0,83.0,65.0,86.0,70.0,70.0,66.0,58.0,68.0,46.0,28.0,66.0,63.0,60.0,66.0,nan,22.0,23.0,10.0,9.0,12.0,11.0,16.0,RM,69.0,€2M,31.0
189169,21 Jonathas,31,https://cdn.sofifa.com/players/189/169/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,73,Elche CF,https://cdn.sofifa.com/teams/468/30.png,€2.6M,€18K,1752,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos26"">LS",22.0,"Jan 31, 2020",nan,2020,190cm,81kg,61.0,72.0,77.0,64.0,72.0,68.0,40.0,38.0,46.0,72.0,66.0,73.0,60.0,72.0,52.0,79.0,76.0,57.0,86.0,71.0,79.0,28.0,75.0,68.0,73.0,74.0,nan,24.0,32.0,7.0,8.0,15.0,10.0,6.0,ST,73.0,€7.9M,25.0
231973,D. Acosta,23,https://cdn.sofifa.com/players/231/973/22_60.png,Honduras,https://cdn.sofifa.com/flags/hn.png,64,71,LA Galaxy,https://cdn.sofifa.com/teams/697/30.png,€1.1M,€2K,1752,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",24.0,"Feb 12, 2020",nan,2021,180cm,77kg,61.0,39.0,58.0,69.0,49.0,64.0,60.0,66.0,58.0,63.0,69.0,71.0,67.0,53.0,63.0,63.0,67.0,54.0,70.0,54.0,70.0,62.0,59.0,51.0,61.0,57.0,nan,64.0,62.0,15.0,6.0,7.0,12.0,10.0,CB,65.0,€1.9M,55.0
193942,J. Colback,31,https://cdn.sofifa.com/players/193/942/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,66,Nottingham Forest,https://cdn.sofifa.com/teams/14/30.png,€600K,€12K,1752,Left,1.0,2.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",8.0,"Aug 11, 2020",nan,2022,177cm,77kg,59.0,51.0,52.0,70.0,45.0,60.0,60.0,50.0,61.0,63.0,59.0,53.0,69.0,58.0,73.0,70.0,79.0,57.0,59.0,59.0,84.0,67.0,50.0,59.0,59.0,64.0,nan,66.0,62.0,6.0,6.0,6.0,10.0,7.0,CDM,66.0,€1.1M,63.0
256885,Gaspar Campos,21,https://cdn.sofifa.com/players/256/885/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,67,81,Real Sporting de Gijón,https://cdn.sofifa.com/teams/459/30.png,€2.5M,€3K,1752,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos16"">LM",27.0,"Jul 1, 2020",nan,2025,175cm,73kg,58.0,70.0,48.0,63.0,67.0,68.0,65.0,51.0,60.0,68.0,81.0,79.0,80.0,55.0,77.0,79.0,65.0,73.0,65.0,74.0,57.0,33.0,65.0,58.0,61.0,60.0,nan,28.0,31.0,9.0,6.0,12.0,8.0,8.0,ST,69.0,€5.6M,30.0
257188,Erik,20,https://cdn.sofifa.com/players/257/188/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,65,78,Al Ain FC,https://cdn.sofifa.com/teams/111701/30.png,€1.6M,€500,1752,Left,1.0,4.0,4.0,High/ Low,Normal (170-185),No,"<span class=""pos pos7"">LB",15.0,"Jul 15, 2020",nan,2023,172cm,71kg,66.0,50.0,41.0,58.0,37.0,72.0,68.0,65.0,55.0,65.0,87.0,81.0,84.0,53.0,80.0,57.0,52.0,69.0,56.0,45.0,80.0,58.0,54.0,63.0,33.0,66.0,nan,63.0,60.0,10.0,6.0,7.0,10.0,8.0,LM,67.0,€4.4M,59.0
204341,Luís Neto,33,https://cdn.sofifa.com/players/204/341/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,77,77,Sporting CP,https://cdn.sofifa.com/teams/237/30.png,€5M,€13K,1752,Right,1.0,3.0,2.0,Low/ Medium,Lean (185+),No,"<span class=""pos pos28"">SUB",13.0,"Jul 1, 2019",nan,2022,185cm,73kg,42.0,33.0,78.0,68.0,40.0,49.0,52.0,43.0,63.0,59.0,58.0,70.0,67.0,75.0,59.0,42.0,83.0,66.0,73.0,37.0,81.0,84.0,44.0,46.0,47.0,75.0,nan,76.0,78.0,10.0,15.0,13.0,15.0,8.0,CB,77.0,€10M,78.0
211931,18 F. Aird,22,https://cdn.sofifa.com/players/211/931/18_60.png,Canada,https://cdn.sofifa.com/flags/ca.png,64,68,,https://cdn.sofifa.com/flags/ca.png,€0,€0,1752,Right,1.0,4.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",2.0,nan,nan,nan,174cm,70kg,65.0,50.0,50.0,60.0,49.0,62.0,65.0,35.0,55.0,62.0,85.0,85.0,74.0,55.0,76.0,64.0,60.0,78.0,50.0,58.0,70.0,60.0,55.0,61.0,49.0,55.0,57.0,59.0,57.0,8.0,8.0,11.0,10.0,9.0,RWB,64.0,nan,nan
241591,Brugui,24,https://cdn.sofifa.com/players/241/591/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,67,73,CD Mirandés,https://cdn.sofifa.com/teams/110069/30.png,€1.6M,€8K,1752,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos12"">RM",14.0,nan,"<a href=""/team/1853/levante-union-deportiva/"">Levante Unión Deportiva</a>","Jun 30, 2022",174cm,68kg,58.0,59.0,56.0,63.0,52.0,68.0,58.0,57.0,58.0,64.0,86.0,84.0,88.0,64.0,72.0,59.0,68.0,66.0,64.0,58.0,55.0,40.0,64.0,60.0,61.0,61.0,nan,49.0,48.0,12.0,5.0,14.0,7.0,6.0,LM,68.0,nan,29.0
223879,L. Ramos,31,https://cdn.sofifa.com/players/223/879/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,71,Club Bolívar,https://cdn.sofifa.com/teams/110968/30.png,€1.6M,€950,1752,Left,1.0,4.0,3.0,High/ Medium,Stocky (185+),No,"<span class=""pos pos25"">ST",18.0,"Jul 1, 2019",nan,2022,185cm,84kg,37.0,75.0,75.0,65.0,77.0,65.0,51.0,60.0,48.0,68.0,69.0,67.0,71.0,65.0,57.0,70.0,75.0,66.0,85.0,70.0,77.0,21.0,72.0,57.0,70.0,70.0,nan,21.0,22.0,13.0,13.0,8.0,10.0,12.0,ST,71.0,€3.4M,40.0
223595,J. Strauß,25,https://cdn.sofifa.com/players/223/595/22_60.png,Philippines,https://cdn.sofifa.com/flags/ph.png,68,69,FC Erzgebirge Aue,https://cdn.sofifa.com/teams/506/30.png,€1.4M,€4K,1752,Right,1.0,3.0,2.0,High/ High,Lean (170-185),No,"<span class=""pos pos12"">RM",24.0,"Jul 1, 2017",nan,2022,177cm,68kg,67.0,53.0,46.0,67.0,37.0,65.0,42.0,40.0,64.0,67.0,76.0,82.0,80.0,66.0,80.0,55.0,70.0,76.0,53.0,51.0,67.0,58.0,63.0,61.0,47.0,60.0,nan,55.0,56.0,7.0,13.0,13.0,9.0,6.0,RM,68.0,€2.3M,60.0
234826,Toni Martínez,24,https://cdn.sofifa.com/players/234/826/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,83,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€15M,€13K,1752,Right,1.0,3.0,3.0,High/ Medium,Normal (185+),No,"<span class=""pos pos26"">LS",29.0,"Oct 5, 2020",nan,2025,187cm,84kg,46.0,78.0,73.0,69.0,75.0,73.0,56.0,31.0,53.0,75.0,70.0,73.0,67.0,76.0,56.0,80.0,73.0,73.0,78.0,73.0,69.0,23.0,77.0,64.0,64.0,65.0,nan,14.0,23.0,11.0,11.0,12.0,7.0,9.0,ST,78.0,€33M,20.0
251595,N. Dyhr,20,https://cdn.sofifa.com/players/251/595/22_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,66,73,FC Midtjylland,https://cdn.sofifa.com/teams/1516/30.png,€1.6M,€5K,1752,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",44.0,"Jul 1, 2019",nan,2024,177cm,66kg,64.0,52.0,52.0,65.0,45.0,63.0,55.0,45.0,60.0,65.0,76.0,80.0,75.0,60.0,77.0,57.0,65.0,74.0,62.0,47.0,58.0,62.0,60.0,54.0,42.0,60.0,nan,63.0,60.0,13.0,13.0,11.0,8.0,11.0,LWB,67.0,€2.4M,58.0
235450,Domingos Quina,21,https://cdn.sofifa.com/players/235/450/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,71,81,Fulham,https://cdn.sofifa.com/teams/144/30.png,€4.2M,€23K,1752,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",20.0,nan,"<a href=""/team/1795/watford/"">Watford</a>","Jun 30, 2022",175cm,66kg,56.0,66.0,34.0,75.0,54.0,75.0,63.0,50.0,73.0,76.0,72.0,67.0,76.0,64.0,82.0,74.0,50.0,58.0,35.0,73.0,69.0,46.0,64.0,67.0,48.0,62.0,nan,47.0,45.0,12.0,11.0,8.0,12.0,6.0,CAM,73.0,nan,44.0
143119,19 M. Pavone,36,https://cdn.sofifa.com/players/143/119/19_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,71,Estudiantes de La Plata,https://cdn.sofifa.com/teams/101083/30.png,€850K,€10K,1752,Right,2.0,3.0,2.0,High/ Low,Normal (170-185),No,"<span class=""pos pos28"">SUB",16.0,"Jul 1, 2017",nan,2019,178cm,84kg,50.0,73.0,76.0,62.0,70.0,57.0,52.0,64.0,50.0,70.0,54.0,49.0,55.0,66.0,73.0,76.0,81.0,69.0,85.0,80.0,75.0,22.0,74.0,56.0,74.0,73.0,30.0,27.0,21.0,8.0,12.0,12.0,15.0,14.0,ST,70.0,€1.3M,nan
212000,E. Berko,26,https://cdn.sofifa.com/players/212/000/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,67,68,SV Darmstadt 98,https://cdn.sofifa.com/teams/110502/30.png,€1.2M,€6K,1752,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",40.0,"Jul 1, 2019",nan,2022,181cm,79kg,65.0,66.0,52.0,67.0,58.0,69.0,51.0,42.0,50.0,67.0,86.0,82.0,76.0,66.0,74.0,66.0,70.0,75.0,69.0,59.0,48.0,38.0,68.0,61.0,56.0,65.0,nan,38.0,31.0,8.0,14.0,10.0,14.0,12.0,RW,69.0,€2M,44.0
260158,T. Lacoux,19,https://cdn.sofifa.com/players/260/158/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,77,FC Girondins de Bordeaux,https://cdn.sofifa.com/teams/59/30.png,€2.1M,€4K,1752,Right,1.0,3.0,2.0,Medium/ High,Lean (170-185),No,"<span class=""pos pos29"">RES",27.0,"Dec 23, 2020",nan,2024,175cm,65kg,65.0,41.0,62.0,72.0,38.0,64.0,50.0,44.0,69.0,69.0,69.0,66.0,67.0,65.0,80.0,58.0,64.0,73.0,50.0,45.0,62.0,65.0,59.0,69.0,55.0,65.0,nan,66.0,61.0,14.0,7.0,6.0,9.0,6.0,CM,69.0,€4.6M,62.0
193701,J. Norwood,30,https://cdn.sofifa.com/players/193/701/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,66,Ipswich Town,https://cdn.sofifa.com/teams/94/30.png,€850K,€5K,1752,Right,1.0,4.0,3.0,High/ Low,Stocky (170-185),No,"<span class=""pos pos28"">SUB",10.0,"Jul 1, 2019",nan,2022,180cm,76kg,47.0,67.0,68.0,59.0,61.0,62.0,58.0,60.0,51.0,65.0,74.0,76.0,69.0,63.0,64.0,68.0,86.0,73.0,66.0,62.0,73.0,37.0,67.0,56.0,61.0,63.0,nan,35.0,30.0,11.0,14.0,8.0,10.0,12.0,ST,66.0,€1.5M,39.0
231301,E. Saavedra,25,https://cdn.sofifa.com/players/231/301/22_60.png,Bolivia,https://cdn.sofifa.com/flags/bo.png,69,73,Club Bolívar,https://cdn.sofifa.com/teams/110968/30.png,€1.8M,€550,1752,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos16"">LM",26.0,"Jan 1, 2014",nan,2022,173cm,66kg,65.0,54.0,49.0,64.0,37.0,60.0,53.0,77.0,38.0,65.0,75.0,71.0,66.0,62.0,78.0,65.0,69.0,89.0,40.0,75.0,40.0,66.0,53.0,40.0,60.0,51.0,nan,65.0,66.0,6.0,12.0,6.0,13.0,6.0,RWB,70.0,€4M,67.0
223902,T. Pett,29,https://cdn.sofifa.com/players/223/902/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,63,63,Port Vale,https://cdn.sofifa.com/teams/1928/30.png,€475K,€3K,1752,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos14"">CM",23.0,"Jul 1, 2021",nan,2023,173cm,70kg,60.0,55.0,37.0,64.0,51.0,65.0,59.0,56.0,63.0,64.0,68.0,63.0,90.0,63.0,85.0,57.0,77.0,73.0,47.0,59.0,35.0,59.0,58.0,63.0,56.0,65.0,nan,59.0,52.0,12.0,11.0,16.0,15.0,9.0,CM,63.0,€831K,51.0
225445,21 D. Bohar,28,https://cdn.sofifa.com/players/225/445/21_60.png,Slovenia,https://cdn.sofifa.com/flags/si.png,70,70,,https://cdn.sofifa.com/flags/si.png,€0,€0,1752,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos16"">LM",15.0,nan,nan,nan,172cm,69kg,67.0,71.0,43.0,66.0,45.0,69.0,65.0,47.0,62.0,68.0,83.0,81.0,81.0,57.0,70.0,69.0,51.0,82.0,60.0,66.0,75.0,34.0,66.0,68.0,58.0,55.0,nan,30.0,28.0,11.0,12.0,13.0,9.0,10.0,LM,70.0,nan,35.0
235526,D. Geiger,23,https://cdn.sofifa.com/players/235/526/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,73,80,TSG Hoffenheim,https://cdn.sofifa.com/teams/10029/30.png,€6M,€23K,1751,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",8.0,"Jul 1, 2016",nan,2023,173cm,67kg,57.0,38.0,29.0,80.0,45.0,75.0,60.0,48.0,76.0,80.0,65.0,52.0,85.0,74.0,83.0,57.0,54.0,76.0,42.0,58.0,76.0,63.0,58.0,75.0,40.0,71.0,nan,54.0,47.0,7.0,8.0,12.0,10.0,5.0,CM,75.0,€11.4M,62.0
189701,Lombán,34,https://cdn.sofifa.com/players/189/701/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,69,Málaga CF,https://cdn.sofifa.com/teams/573/30.png,€450K,€5K,1751,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,"<span class=""pos pos6"">LCB",4.0,"Sep 14, 2018",nan,2022,185cm,79kg,60.0,53.0,68.0,64.0,44.0,51.0,66.0,70.0,69.0,58.0,49.0,50.0,48.0,61.0,38.0,74.0,75.0,52.0,76.0,51.0,74.0,71.0,39.0,55.0,65.0,59.0,nan,69.0,67.0,6.0,13.0,13.0,16.0,15.0,CB,69.0,€720K,71.0
172649,O. Kaya,35,https://cdn.sofifa.com/players/172/649/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,68,68,KV Mechelen,https://cdn.sofifa.com/teams/110724/30.png,€500K,€5K,1751,Right,1.0,3.0,3.0,Medium/ Medium,Stocky (170-),No,"<span class=""pos pos28"">SUB",8.0,"Jul 24, 2018",nan,2022,167cm,69kg,75.0,61.0,35.0,70.0,71.0,66.0,78.0,75.0,69.0,67.0,62.0,48.0,73.0,63.0,84.0,64.0,59.0,56.0,55.0,69.0,41.0,46.0,78.0,75.0,70.0,80.0,nan,46.0,23.0,10.0,12.0,10.0,10.0,8.0,RM,68.0,€750K,22.0
245062,J. González,29,https://cdn.sofifa.com/players/245/062/22_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,72,72,Club Necaxa,https://cdn.sofifa.com/teams/101121/30.png,€2.1M,€10K,1751,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos3"">RB",26.0,"Jan 16, 2020",nan,2021,177cm,73kg,61.0,39.0,75.0,65.0,35.0,53.0,49.0,33.0,55.0,57.0,78.0,79.0,65.0,69.0,54.0,55.0,89.0,81.0,68.0,37.0,73.0,71.0,49.0,51.0,47.0,59.0,nan,69.0,70.0,15.0,6.0,14.0,14.0,6.0,RB,72.0,€3.6M,69.0
230995,S. Sarr,25,https://cdn.sofifa.com/players/230/995/22_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,66,70,Nîmes Olympique,https://cdn.sofifa.com/teams/224/30.png,€1.1M,€2K,1751,Left,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,"<span class=""pos pos28"">SUB",6.0,"Aug 6, 2019",nan,2023,196cm,75kg,51.0,57.0,76.0,66.0,52.0,63.0,52.0,57.0,61.0,68.0,49.0,66.0,44.0,59.0,31.0,74.0,80.0,77.0,85.0,55.0,77.0,61.0,61.0,62.0,44.0,60.0,nan,64.0,57.0,12.0,7.0,6.0,10.0,5.0,CB,69.0,€2.1M,62.0
253385,F. Viñas,23,https://cdn.sofifa.com/players/253/385/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,74,81,Club América,https://cdn.sofifa.com/teams/1879/30.png,€8.5M,€36K,1751,Left,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",24.0,"Aug 29, 2019",nan,2024,180cm,88kg,34.0,76.0,75.0,65.0,67.0,64.0,47.0,51.0,50.0,73.0,73.0,75.0,68.0,71.0,77.0,78.0,78.0,73.0,83.0,69.0,70.0,20.0,79.0,58.0,69.0,73.0,nan,22.0,26.0,6.0,8.0,6.0,12.0,14.0,ST,76.0,€16.2M,14.0
202748,Go Moo Yol,30,https://cdn.sofifa.com/players/202/748/22_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,68,68,Gangwon FC,https://cdn.sofifa.com/teams/112115/30.png,€1.2M,€4K,1751,Left,1.0,4.0,3.0,High/ Low,Normal (185+),No,"<span class=""pos pos25"">ST",10.0,"Jan 5, 2020",nan,2022,185cm,78kg,57.0,70.0,62.0,60.0,65.0,66.0,60.0,64.0,53.0,72.0,75.0,78.0,83.0,67.0,53.0,65.0,71.0,74.0,72.0,65.0,57.0,43.0,70.0,63.0,68.0,55.0,nan,13.0,16.0,12.0,12.0,11.0,10.0,10.0,ST,68.0,€1.5M,34.0
189099,21 J. Kodjia,30,https://cdn.sofifa.com/players/189/099/21_60.png,Côte d'Ivoire,https://cdn.sofifa.com/flags/ci.png,71,71,,https://cdn.sofifa.com/flags/ci.png,€0,€0,1751,Right,1.0,3.0,3.0,High/ Medium,Lean (185+),No,"<span class=""pos pos25"">ST",14.0,nan,nan,nan,189cm,77kg,49.0,71.0,72.0,65.0,66.0,76.0,56.0,56.0,43.0,70.0,74.0,77.0,76.0,66.0,65.0,74.0,71.0,72.0,77.0,62.0,64.0,26.0,72.0,58.0,71.0,71.0,nan,26.0,19.0,8.0,14.0,16.0,9.0,13.0,ST,71.0,nan,17.0
186839,N. McGinn,33,https://cdn.sofifa.com/players/186/839/22_60.png,Northern Ireland,https://cdn.sofifa.com/flags/gb-nir.png,66,66,Aberdeen,https://cdn.sofifa.com/teams/77/30.png,€525K,€3K,1751,Right,1.0,5.0,3.0,Medium/ Low,Normal (170-185),No,"<span class=""pos pos28"">SUB",10.0,"Jan 3, 2018",nan,2022,178cm,73kg,66.0,64.0,62.0,63.0,64.0,65.0,67.0,66.0,59.0,67.0,69.0,74.0,78.0,62.0,86.0,71.0,59.0,68.0,64.0,60.0,45.0,48.0,64.0,65.0,64.0,66.0,nan,13.0,15.0,10.0,15.0,6.0,15.0,13.0,LM,66.0,€919K,44.0
234925,K. Pierie,20,https://cdn.sofifa.com/players/234/925/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,67,77,FC Twente,https://cdn.sofifa.com/teams/1908/30.png,€2.1M,€4K,1751,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",15.0,nan,"<a href=""/team/245/ajax/"">Ajax</a>","Jun 30, 2022",183cm,75kg,66.0,44.0,66.0,70.0,42.0,64.0,66.0,34.0,69.0,67.0,66.0,60.0,69.0,67.0,55.0,55.0,75.0,66.0,69.0,39.0,62.0,67.0,52.0,66.0,42.0,65.0,nan,69.0,67.0,8.0,13.0,13.0,6.0,9.0,CDM,70.0,nan,68.0
