coach_id,coach_url,short_name,long_name,dob,nationality_name,coach_face_url,nation_flag_url
474731,/coach/474731/jose-nestor-pekerman/,J. Pekerman,José Néstor Pekerman,1949-09-03,Argentina,https://cdn.sportmonks.com/images/soccer/players/11/474731.png,https://cdn.sofifa.net/flags/ar.png
474734,/coach/474734/rafael-edgar-dudamel-ochoa/,R. Dudamel Ochoa,Rafael Edgar Dudamel Ochoa,1973-01-07,Venezuela,,https://cdn.sofifa.net/flags/ve.png
474745,/coach/474745/francisco-javier-arce-rolon/,F. Arce Rolón,Francisco Javier Arce Rolón,1971-04-02,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
474761,/coach/474761/bernd-storck/,B. Storck,Bernd Storck,1963-01-25,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
474796,/coach/474796/roberto-martinez-montoliu/,R. Martínez Montoliú,Roberto Martínez Montoliú,1973-07-13,Spain,https://cdn.sportmonks.com/images/soccer/players/12/474796.png,https://cdn.sofifa.net/flags/es.png
507784,/coach/507784/luis-miguel-floro-valenca/,L. Floro Valença,Luís Miguel Floro Valença,1989-12-15,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
513778,/coach/513778/francesco-baldini/,F. Baldini,Francesco Baldini,1974-03-14,Italy,,https://cdn.sofifa.net/flags/it.png
516577,/coach/516577/greg-vanney/,G. Vanney,Greg Vanney,1974-06-11,United States,https://cdn.sportmonks.com/images//soccer/coaches/1/516577.png,https://cdn.sofifa.net/flags/us.png
516707,/coach/516707/jose-rafael-garcia-torres/,J. García Torres,José Rafael García Torres,1974-08-14,Mexico,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/mx.png
518875,/coach/518875/bo-henriksen/,B. Henriksen,Bo Henriksen,1975-02-07,Denmark,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/dk.png
523896,/coach/523896/manuel-eduardo-berizzo/,M. Berizzo,Manuel Eduardo Berizzo,1969-11-13,Argentina,,https://cdn.sofifa.net/flags/ar.png
523897,/coach/523897/luciano-spalletti/,L. Spalletti,Luciano Spalletti,1959-03-07,Italy,https://cdn.sportmonks.com/images/soccer/players/25/523897.png,https://cdn.sofifa.net/flags/it.png
523898,/coach/523898/manuel-luis-pellegrini-ripamonti/,M. Pellegrini,Manuel Luis Pellegrini Ripamonti,1953-09-16,Chile,https://cdn.sportmonks.com/images/soccer/players/26/523898.png,https://cdn.sofifa.net/flags/cl.png
523905,/coach/523905/rudi-garcia/,R. Garcia,Rudi Garcia,1964-02-20,France,https://cdn.sportmonks.com/images/soccer/players/1/523905.png,https://cdn.sofifa.net/flags/fr.png
523906,/coach/523906/gilmar-dal-pozzo/,G. Dal Pozzo,Gilmar Dal Pozzo,1969-09-01,Brazil,,https://cdn.sofifa.net/flags/br.png
523909,/coach/523909/oscar-garcia-junyent/,Ó. García Junyent,Óscar García Junyent,1973-04-26,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
523911,/coach/523911/eddie-howe/,E. Howe,Eddie Howe,1977-11-29,England,https://cdn.sportmonks.com/images//soccer/coaches/7/523911.png,https://cdn.sofifa.net/flags/gb-eng.png
523923,/coach/523923/jorge-fernando-pinheiro-de-jesus/,J. Pinheiro de Jesus,Jorge Fernando Pinheiro de Jesus,1954-07-24,Portugal,https://cdn.sportmonks.com/images/soccer/players/19/523923.png,https://cdn.sofifa.net/flags/pt.png
523928,/coach/523928/sergio-paulo-marceneiro-conceicao/,S. Marceneiro Conceição,Sérgio Paulo Marceneiro Conceição,1974-11-15,Portugal,https://cdn.sportmonks.com/images//soccer/coaches/24/523928.png,https://cdn.sofifa.net/flags/pt.png
523929,/coach/523929/john-van-den-brom/,J. van den Brom,John van den Brom,1966-10-04,Netherlands,https://cdn.sportmonks.com/images/soccer/players/25/523929.png,https://cdn.sofifa.net/flags/nl.png
523931,/coach/523931/jose-luis-mendilibar-etxebarria/,J. Mendilibar Etxebarria,José Luis Mendilibar Etxebarria,1961-03-14,Spain,https://cdn.sportmonks.com/images/soccer/players/27/523931.png,https://cdn.sofifa.net/flags/es.png
523936,/coach/523936/markus-weinzierl/,M. Weinzierl,Markus Weinzierl,1974-12-28,Germany,https://cdn.sportmonks.com/images/soccer/players/0/523936.png,https://cdn.sofifa.net/flags/de.png
523937,/coach/523937/thomas-tuchel/,T. Tuchel,Thomas Tuchel,1973-08-29,Germany,https://cdn.sportmonks.com/images/soccer/players/1/523937.png,https://cdn.sofifa.net/flags/de.png
523946,/coach/523946/chris-hughton/,C. Hughton,Chris Hughton,1958-12-11,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/10/523946.png,https://cdn.sofifa.net/flags/ie.png
523953,/coach/523953/bruno-genesio/,B. Génésio,Bruno Génésio,1966-09-01,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
523954,/coach/523954/riza-calimbay/,R. Çalımbay,Rıza Çalımbay,1963-02-02,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
523959,/coach/523959/luis-enrique-martinez-garcia/,L. Martínez García,Luis Enrique Martínez García,1970-05-08,Spain,https://cdn.sportmonks.com/images/soccer/players/23/523959.png,https://cdn.sofifa.net/flags/es.png
523962,/coach/523962/stale-solbakken/,S. Solbakken,Ståle Solbakken,1968-02-27,Norway,https://cdn.sportmonks.com/images/soccer/players/26/523962.png,https://cdn.sofifa.net/flags/no.png
523972,/coach/523972/henk-fraser/,H. Fraser,Henk Fraser,1966-07-07,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
523983,/coach/523983/graham-alexander/,G. Alexander,Graham Alexander,1971-10-10,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
523984,/coach/523984/simon-grayson/,S. Grayson,Simon Grayson,1969-12-16,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524009,/coach/524009/jose-bordalas-jimenez/,J. Bordalás Jiménez,José Bordalás Jiménez,1964-03-05,Spain,https://cdn.sportmonks.com/images/soccer/players/9/524009.png,https://cdn.sofifa.net/flags/es.png
524011,/coach/524011/christophe-galtier/,C. Galtier,Christophe Galtier,1966-08-28,France,https://cdn.sportmonks.com/images/soccer/players/11/524011.png,https://cdn.sofifa.net/flags/fr.png
524018,/coach/524018/paulo-manuel-carvalho-de-sousa/,P. Carvalho de Sousa,Paulo Manuel Carvalho de Sousa,1970-08-30,Portugal,https://cdn.sportmonks.com/images/soccer/players/18/524018.png,https://cdn.sofifa.net/flags/pt.png
524027,/coach/524027/derek-adams/,D. Adams,Derek Adams,1975-06-25,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
524030,/coach/524030/vincenzo-montella/,V. Montella,Vincenzo Montella,1974-06-18,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
524071,/coach/524071/pablo-andres-mastroeni/,P. Mastroeni,Pablo Andrés Mastroeni,1976-08-29,United States,https://cdn.sportmonks.com/images//soccer/coaches/7/524071.png,https://cdn.sofifa.net/flags/us.png
524083,/coach/524083/ben-olsen/,B. Olsen,Ben Olsen,1977-05-03,United States,https://cdn.sportmonks.com/images/soccer/players/19/524083.png,https://cdn.sofifa.net/flags/us.png
524143,/coach/524143/juan-maximo-reynoso-guzman/,J. Reynoso Guzmán,Juan Máximo Reynoso Guzmán,1969-12-28,Peru,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pe.png
524176,/coach/524176/jaroslav-silhavy/,J. Šilhavý,Jaroslav Šilhavý,1961-11-03,Czech Republic,https://cdn.sportmonks.com/images/soccer/players/16/524176.png,https://cdn.sofifa.net/flags/cz.png
524208,/coach/524208/steve-evans/,S. Evans,Steve Evans,1962-10-30,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
524215,/coach/524215/stephen-robinson/,S. Robinson,Stephen Robinson,1974-12-10,Northern Ireland,,https://cdn.sofifa.net/flags/gb-nir.png
524223,/coach/524223/ian-dawes/,I. Dawes,Ian Dawes,,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524236,/coach/524236/darrell-clarke/,D. Clarke,Darrell Clarke,1977-12-16,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524237,/coach/524237/dean-smith/,D. Smith,Dean Smith,1971-03-19,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524249,/coach/524249/keith-hill/,K. Hill,Keith Hill,1969-05-17,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524250,/coach/524250/ryszard-tarasiewicz/,R. Tarasiewicz,Ryszard Tarasiewicz,1962-04-27,Poland,,https://cdn.sofifa.net/flags/pl.png
524257,/coach/524257/david-wagner/,D. Wagner,David Wagner,1971-10-19,United States,https://cdn.sportmonks.com/images/soccer/players/1/524257.png,https://cdn.sofifa.net/flags/us.png
524286,/coach/524286/jean-marc-furlan/,J. Furlan,Jean-Marc Furlan,1957-11-20,France,https://cdn.sportmonks.com/images/soccer/players/30/524286.png,https://cdn.sofifa.net/flags/fr.png
524291,/coach/524291/jim-curtin/,J. Curtin,Jim Curtin,1979-06-23,United States,https://cdn.sportmonks.com/images//soccer/coaches/3/524291.png,https://cdn.sofifa.net/flags/us.png
524297,/coach/524297/ralph-hasenhuttl/,R. Hasenhüttl,Ralph Hasenhüttl,1967-08-09,Austria,https://cdn.sportmonks.com/images/soccer/players/9/524297.png,https://cdn.sofifa.net/flags/at.png
524299,/coach/524299/luke-williams/,L. Williams,Luke Williams,,England,,https://cdn.sofifa.net/flags/gb-eng.png
524305,/coach/524305/mihailo-petrovic/,M. Petrović,Mihailo Petrović,1957-10-18,Austria,https://cdn.sportmonks.com/images/soccer/players/17/524305.png,https://cdn.sofifa.net/flags/at.png
524310,/coach/524310/michael-appleton/,M. Appleton,Michael Appleton,1975-12-04,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524311,/coach/524311/alexander-zorniger/,A. Zorniger,Alexander Zorniger,1967-10-08,Germany,https://cdn.sportmonks.com/images/soccer/players/23/524311.png,https://cdn.sofifa.net/flags/de.png
524320,/coach/524320/takahiro-shimotaira/,T. Shimotaira,Takahiro Shimotaira,1971-12-18,Japan,https://cdn.sportmonks.com/images/soccer/players/0/524320.png,https://cdn.sofifa.net/flags/jp.png
524328,/coach/524328/fabio-carille/,F. Carille,Fábio Carille,1973-09-26,Brazil,,https://cdn.sofifa.net/flags/br.png
524374,/coach/524374/uwe-rosler/,U. Rösler,Uwe Rösler,1968-11-15,Germany,,https://cdn.sofifa.net/flags/de.png
524398,/coach/524398/peter-vermes/,P. Vermes,Peter Vermes,1966-11-21,United States,https://cdn.sportmonks.com/images/soccer/players/14/524398.png,https://cdn.sofifa.net/flags/us.png
524400,/coach/524400/hiroki-shibuya/,H. Shibuya,Hiroki Shibuya,1966-11-30,Japan,,https://cdn.sofifa.net/flags/jp.png
524428,/coach/524428/keith-curle/,K. Curle,Keith Curle,1963-11-14,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524431,/coach/524431/luis-francisco-zubeldia/,L. Zubeldía,Luis Francisco Zubeldía,1981-01-13,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
524461,/coach/524461/joan-francesc-ferrer-sicilia/,J. Ferrer Sicilia,Joan Francesc Ferrer Sicilia,1970-02-05,Spain,https://cdn.sportmonks.com/images/soccer/players/13/524461.png,https://cdn.sofifa.net/flags/es.png
524476,/coach/524476/domenico-di-carlo/,D. Di Carlo,Domenico Di Carlo,1964-03-23,Italy,,https://cdn.sofifa.net/flags/it.png
524496,/coach/524496/jacek-magiera/,J. Magiera,Jacek Magiera,1977-01-01,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
524523,/coach/524523/gheorghe-hagi/,G. Hagi,Gheorghe Hagi,1965-02-05,Romania,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ro.png
524533,/coach/524533/joe-zinnbauer/,J. Zinnbauer,Joe Zinnbauer,1970-05-01,Germany,,https://cdn.sofifa.net/flags/de.png
524537,/coach/524537/niko-kovac/,N. Kovač,Niko Kovač,1971-10-15,Croatia,https://cdn.sportmonks.com/images/soccer/players/25/524537.png,https://cdn.sofifa.net/flags/hr.png
524552,/coach/524552/jesse-marsch/,J. Marsch,Jesse Marsch,1973-11-08,United States,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/us.png
524572,/coach/524572/john-coleman/,J. Coleman,John Coleman,1962-10-12,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
524660,/coach/524660/guillermo-fernandez-romo/,G. Fernández Romo,Guillermo Fernández Romo,,Spain,,https://cdn.sofifa.net/flags/es.png
524771,/coach/524771/vincent-bordot/,V. Bordot,Vincent Bordot,1975-04-09,France,,https://cdn.sofifa.net/flags/fr.png
524834,/coach/524834/jon-andoni-perez-alonso/,J. Pérez Alonso,Jon Andoni Pérez Alonso,1974-03-05,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
524989,/coach/524989/sebastien-dubroca/,S. Dubroca,Sébastien Dubroca,1980-04-21,France,,https://cdn.sofifa.net/flags/fr.png
525679,/coach/525679/josep-oriol-alsina-garcia/,J. Alsina García,Josep Oriol Alsina García,1968-08-21,Spain,,https://cdn.sofifa.net/flags/es.png
526036,/coach/526036/marek-papszun/,M. Papszun,Marek Papszun,1974-08-08,Poland,,https://cdn.sofifa.net/flags/pl.png
526182,/coach/526182/tiago-retzalff-nunes/,T. Retzalff Nunes,Tiago Retzalff Nunes,1980-02-15,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
526194,/coach/526194/alexi-stival/,A. Stival,Alexi Stival,1963-06-07,Brazil,https://cdn.sportmonks.com/images/soccer/players/18/526194.png,https://cdn.sofifa.net/flags/br.png
526223,/coach/526223/wesley-carvalho/,W. Carvalho,Wesley Carvalho,,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
526236,/coach/526236/thomas-letsch/,T. Letsch,Thomas Letsch,1968-08-26,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
526240,/coach/526240/roberto-orlando-mosquera-vera/,R. Mosquera Vera,Roberto Orlando Mosquera Vera,1956-06-21,Peru,,https://cdn.sofifa.net/flags/pe.png
526440,/coach/526440/borja-jimenez-saez/,B. Jiménez Sáez,Borja Jiménez Sáez,1985-01-21,Spain,,https://cdn.sofifa.net/flags/es.png
526987,/coach/526987/pablo-peirano-pardeiro/,P. Peirano Pardeiro,Pablo Peirano Pardeiro,1975-05-21,Uruguay,,https://cdn.sofifa.net/flags/uy.png
527267,/coach/527267/benat-san-jose-gil/,B. San José Gil,Beñat San José Gil,1979-09-24,Spain,https://cdn.sportmonks.com/images/soccer/players/3/527267.png,https://cdn.sofifa.net/flags/es.png
527346,/coach/527346/julien-stephan/,J. Stéphan,Julien Stéphan,1980-09-18,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
528418,/coach/528418/juan-ferrando-fenol/,J. Ferrando Fenol,Juan Ferrando Fenol,1981-01-02,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
529460,/coach/529460/laurent-peyrelade/,L. Peyrelade,Laurent Peyrelade,1970-07-07,France,,https://cdn.sofifa.net/flags/fr.png
529482,/coach/529482/regis-le-bris/,R. Le Bris,Régis Le Bris,1975-12-06,France,https://cdn.sportmonks.com/images//soccer/coaches/10/529482.png,https://cdn.sofifa.net/flags/fr.png
529595,/coach/529595/romain-revelli/,R. Revelli,Romain Revelli,1977-08-22,France,,https://cdn.sofifa.net/flags/fr.png
529830,/coach/529830/david-guion/,D. Guion,David Guion,1967-09-30,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
530329,/coach/530329/pascal-gastien/,P. Gastien,Pascal Gastien,1963-12-02,France,https://cdn.sportmonks.com/images//soccer/coaches/25/530329.png,https://cdn.sofifa.net/flags/fr.png
530755,/coach/530755/imanol-alguacil-barrenetxea/,I. Alguacil Barrenetxea,Imanol Alguacil Barrenetxea,1971-07-04,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
531488,/coach/531488/cesar-alejandro-farias-acosta/,C. Farías Acosta,César Alejandro Farías Acosta,1973-03-07,Venezuela,,https://cdn.sofifa.net/flags/ve.png
531536,/coach/531536/guillermo-duro/,G. Duró,Guillermo Duró,1969-03-14,Argentina,,https://cdn.sofifa.net/flags/ar.png
532733,/coach/532733/emerson-rodrigues-de-avila/,E. Rodrigues de Ávila,Emerson Rodrigues de Ávila,1967-07-16,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
532808,/coach/532808/victor-hugo-antelo/,V. Antelo,Victor Hugo Antelo,1964-11-02,Bolivia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/bo.png
532846,/coach/532846/tomasz-tulacz/,T. Tułacz,Tomasz Tułacz,1969-12-20,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
533275,/coach/533275/adriano-rodrigues-da-silva/,A. Rodrigues da Silva,Adriano Rodrigues da Silva,,Brazil,,https://cdn.sofifa.net/flags/br.png
533737,/coach/533737/alfredo-santaelena-aguado/,A. Santaelena Aguado,Alfredo Santaelena Aguado,1967-10-13,Spain,https://cdn.sportmonks.com/images/soccer/players/9/533737.png,https://cdn.sofifa.net/flags/es.png
533871,/coach/533871/ruben-albes-yanez/,R. Albés Yáñez,Rubén Albés Yáñez,1985-02-24,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
533879,/coach/533879/jose-angel-ziganda-lacunza/,J. Ziganda Lacunza,José Ángel Ziganda Lacunza,1966-10-01,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
533904,/coach/533904/francisco-jose-lopez-fernandez/,F. López Fernández,Francisco José López Fernández,1967-09-19,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
535591,/coach/535591/michael-skibbe/,M. Skibbe,Michael Skibbe,1965-08-04,Germany,https://cdn.sportmonks.com/images/soccer/players/7/535591.png,https://cdn.sofifa.net/flags/de.png
536978,/coach/536978/stephen-kenny/,S. Kenny,Stephen Kenny,1971-10-30,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/players/18/536978.png,https://cdn.sofifa.net/flags/ie.png
586852,/coach/586852/jan-urban/,J. Urban,Jan Urban,1962-05-14,Poland,https://cdn.sportmonks.com/images/soccer/players/4/586852.png,https://cdn.sofifa.net/flags/pl.png
586853,/coach/586853/andreas-brannstrom/,A. Brännström,Andreas Brännström,,Sweden,,https://cdn.sofifa.net/flags/se.png
608328,/coach/608328/stefano-vecchi/,S. Vecchi,Stefano Vecchi,1971-07-20,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
749101,/coach/749101/ante-milicic/,A. Milicic,Ante Milicic,1974-04-04,Australia,https://cdn.sportmonks.com/images/soccer/players/13/749101.png,https://cdn.sofifa.net/flags/au.png
765710,/coach/765710/javier-sanguinetti/,J. Sanguinetti,Javier Sanguinetti,,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
765787,/coach/765787/carlos-alberto-silva-socarras/,C. Silva Socarrás,Carlos Alberto Silva Socarrás,1973-04-29,Colombia,,https://cdn.sofifa.net/flags/co.png
781677,/coach/781677/jorge-jose-de-amorim-campos/,J. de Amorim Campos,Jorge José de Amorim Campos,1964-08-17,Brazil,,https://cdn.sofifa.net/flags/br.png
784331,/coach/784331/akira-ito/,A. Ito,Akira Ito,1972-09-19,Japan,,https://cdn.sofifa.net/flags/jp.png
784461,/coach/784461/vanderlei-luxemburgo-da-silva/,V. Luxemburgo da Silva,Vanderlei Luxemburgo da Silva,1952-05-10,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
784486,/coach/784486/roberto-mancini/,R. Mancini,Roberto Mancini,1964-11-27,Italy,https://cdn.sportmonks.com/images/soccer/players/6/784486.png,https://cdn.sofifa.net/flags/it.png
784547,/coach/784547/oleg-kononov/,O. Kononov,Oleg Kononov,1966-03-23,Belarus,,https://cdn.sofifa.net/flags/by.png
785611,/coach/785611/mauricio-soria-portillo/,M. Soria Portillo,Mauricio Soria Portillo,1966-06-01,Bolivia,,https://cdn.sofifa.net/flags/bo.png
882970,/coach/882970/leonid-slutskiy/,L. Slutskiy,Leonid Slutskiy,1971-05-04,Russia,https://cdn.sportmonks.com/images/soccer/players/26/882970.png,https://cdn.sofifa.net/flags/ru.png
883002,/coach/883002/edward-iordanescu/,E. Iordănescu,Edward Iordănescu,1978-06-16,Romania,https://cdn.sportmonks.com/images/soccer/players/26/883002.png,https://cdn.sofifa.net/flags/ro.png
883017,/coach/883017/roger-schmidt/,R. Schmidt,Roger Schmidt,1967-03-13,Germany,https://cdn.sportmonks.com/images/soccer/players/9/883017.png,https://cdn.sofifa.net/flags/de.png
883019,/coach/883019/dan-vasile-petrescu/,D. Petrescu,Dan Vasile Petrescu,1967-12-22,Romania,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ro.png
883029,/coach/883029/nestor-oscar-craviotto/,N. Craviotto,Néstor Oscar Craviotto,1963-10-06,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
883095,/coach/883095/gaizka-garitano-aguirre/,G. Garitano Aguirre,Gaizka Garitano Aguirre,1975-07-09,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
893655,/coach/893655/domenico-tedesco/,D. Tedesco,Domenico Tedesco,1985-09-12,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
893657,/coach/893657/fabio-gallo/,F. Gallo,Fabio Gallo,1970-09-11,Italy,,https://cdn.sofifa.net/flags/it.png
893669,/coach/893669/aleksandar-stanojevic/,A. Stanojević,Aleksandar Stanojević,1973-10-28,Serbia,https://cdn.sportmonks.com/images/soccer/players/5/893669.png,https://cdn.sofifa.net/flags/rs.png
893783,/coach/893783/fabian-daniel-bustos/,F. Bustos,Fabián Daniel Bustos,1969-03-28,Argentina,,https://cdn.sofifa.net/flags/ar.png
896106,/coach/896106/hugo-broos/,H. Broos,Hugo Broos,1952-04-10,Belgium,,https://cdn.sofifa.net/flags/be.png
896131,/coach/896131/stefan-kuntz/,S. Kuntz,Stefan Kuntz,1962-10-30,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
896137,/coach/896137/niels-frederiksen/,N. Frederiksen,Niels Frederiksen,1968-09-11,Denmark,https://cdn.sportmonks.com/images/soccer/players/9/896137.png,https://cdn.sofifa.net/flags/dk.png
896261,/coach/896261/martin-skogman/,M. Skogman,Martin Skogman,,Sweden,https://cdn.sportmonks.com/images/soccer/players/5/896261.png,https://cdn.sofifa.net/flags/se.png
896292,/coach/896292/juan-carlos-osorio-arbelaez/,J. Osorio Arbeláez,Juan Carlos Osorio Arbeláez,1961-06-08,Colombia,https://cdn.sportmonks.com/images/soccer/players/4/896292.png,https://cdn.sofifa.net/flags/co.png
896300,/coach/896300/stanislav-cherchesov/,S. Cherchesov,Stanislav Cherchesov,1963-09-02,Russia,,https://cdn.sofifa.net/flags/ru.png
896314,/coach/896314/fernando-manuel-fernandes-da-costa-santos/,F. Fernandes da Costa Santos,Fernando Manuel Fernandes da Costa Santos,1954-10-10,Portugal,https://cdn.sportmonks.com/images/soccer/players/26/896314.png,https://cdn.sofifa.net/flags/pt.png
896460,/coach/896460/brendan-rodgers/,B. Rodgers,Brendan Rodgers,1973-01-26,Northern Ireland,https://cdn.sportmonks.com/images//soccer/players/12/896460.png,https://cdn.sofifa.net/flags/gb-nir.png
896462,/coach/896462/derek-mcinnes/,D. McInnes,Derek McInnes,1971-07-05,Scotland,,https://cdn.sofifa.net/flags/gb-sct.png
896473,/coach/896473/aitor-karanka-de-la-hoz/,A. Karanka de la Hoz,Aitor Karanka de la Hoz,1973-09-18,Spain,,https://cdn.sofifa.net/flags/es.png
896475,/coach/896475/bob-bradley/,B. Bradley,Bob Bradley,1958-03-03,United States,https://cdn.sportmonks.com/images/soccer/players/27/896475.png,https://cdn.sofifa.net/flags/us.png
896485,/coach/896485/dick-schreuder/,D. Schreuder,Dick Schreuder,1971-08-12,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
896498,/coach/896498/micky-mellon/,M. Mellon,Micky Mellon,1972-03-18,Scotland,https://cdn.sportmonks.com/images/soccer/players/18/896498.png,https://cdn.sofifa.net/flags/gb-sct.png
896501,/coach/896501/robert-page/,R. Page,Robert Page,1974-09-03,Wales,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-wls.png
896508,/coach/896508/markus-kauczinski/,M. Kauczinski,Markus Kauczinski,1970-02-20,Germany,https://cdn.sportmonks.com/images/soccer/players/28/896508.png,https://cdn.sofifa.net/flags/de.png
896509,/coach/896509/dirk-schuster/,D. Schuster,Dirk Schuster,1967-12-29,Germany,https://cdn.sportmonks.com/images/soccer/players/29/896509.png,https://cdn.sofifa.net/flags/de.png
896510,/coach/896510/paulo-jorge-gomes-bento/,P. Gomes Bento,Paulo Jorge Gomes Bento,1969-06-20,Portugal,https://cdn.sportmonks.com/images/soccer/players/30/896510.png,https://cdn.sofifa.net/flags/pt.png
896511,/coach/896511/rene-weiler/,R. Weiler,René Weiler,1973-09-13,Switzerland,https://cdn.sportmonks.com/images/soccer/players/31/896511.png,https://cdn.sofifa.net/flags/ch.png
896514,/coach/896514/michael-buskens/,M. Büskens,Michael Büskens,1968-03-19,Germany,https://cdn.sportmonks.com/images/soccer/players/2/896514.png,https://cdn.sofifa.net/flags/de.png
896517,/coach/896517/aleksandar-jankovic/,A. Janković,Aleksandar Janković,1972-05-06,Serbia,,https://cdn.sofifa.net/flags/rs.png
896519,/coach/896519/hein-vanhaezebrouck/,H. Vanhaezebrouck,Hein Vanhaezebrouck,1964-02-16,Belgium,https://cdn.sportmonks.com/images/soccer/players/7/896519.png,https://cdn.sofifa.net/flags/be.png
896531,/coach/896531/alois-schwartz/,A. Schwartz,Alois Schwartz,1967-03-28,Germany,https://cdn.sportmonks.com/images/soccer/players/19/896531.png,https://cdn.sofifa.net/flags/de.png
